country,year,population
LKA,"2016",21209000
LSO,"2016",2130422
LTU,"2016",2877325
LUX,"2016",582014
LVA,"2016",1959537
MAC,"2016",652500
MAF,"2016",37175
MAR,"2016",35023457
MCO,"2016",37276
MDA,"2016",2803186
MDG,"2016",26099952
MDV,"2016",443308
MEX,"2016",122251351
MHL,"2016",47709
MKD,"2016",1906313
MLI,"2016",19191289
MLT,"2016",454505
MMR,"2016",51495696
MNE,"2016",625353
MNG,"2016",3088856
MNP,"2016",50773
MOZ,"2016",27337105
MRT,"2016",4086657
MUS,"2016",1263747
MWI,"2016",17557739
MYS,"2016",31789685
NAM,"2016",2439213
NCL,"2016",283423
NER,"2016",20685753
NGA,"2016",195443700
NIC,"2016",6232666
NLD,"2016",17030314
NOR,"2016",5234519
NPL,"2016",27955462
NRU,"2016",11150
NZL,"2016",4714100
OMN,"2016",4390877
PAK,"2016",220138869
PAN,"2016",4029086
PER,"2016",30866494
PHL,"2016",106735719
PLW,"2016",17797
PNG,"2016",8961718
POL,"2016",37970087
PRI,"2016",3480432
PRK,"2016",25698326
PRT,"2016",10325452
PRY,"2016",6249126
PSE,"2016",4367088
PYF,"2016",279178
QAT,"2016",2477113
ROU,"2016",19702267
RUS,"2016",145015460
RWA,"2016",11919183
SAU,"2016",30954198
SDN,"2016",41259892
SEN,"2016",15034521
SGP,"2016",5607283
SLB,"2016",662379
SLE,"2016",7205328
SLV,"2016",6200800
SMR,"2016",33101
SOM,"2016",14348740
SRB,"2016",7058322
SSD,"2016",10830102
STP,"2016",203689
SUR,"2016",587757
SVK,"2016",5430798
SVN,"2016",2065042
SWE,"2016",9923085
SWZ,"2016",1149507
SXM,"2016",38249
SYC,"2016",94677
SYR,"2016",19193834
TCA,"2016",38315
TCD,"2016",15114655
TGO,"2016",7858289
THA,"2016",70859841
TJK,"2016",8865631
TKM,"2016",6360041
TLS,"2016",1228312
TON,"2016",105524
TTO,"2016",1353895
TUN,"2016",11528674
TUR,"2016",79277962
TUV,"2016",10930
TZA,"2016",53824013
UGA,"2016",38799152
UKR,"2016",45616832
URY,"2016",3379283
USA,"2016",324353340
UZB,"2016",31284568
VCT,"2016",106349
VEN,"2016",30765720
VGB,"2016",33878
VIR,"2016",107516
VNM,"2016",94000117
VUT,"2016",272087
WSM,"2016",203499
XKX,"2016",1777568
YEM,"2016",32109010
ZAF,"2016",57259551
ZMB,"2016",16914423
ZWE,"2016",14600294
ABW,"2017",108735
AFG,"2017",35688935
AGO,"2017",30234839
ALB,"2017",2873457
AND,"2017",73763
ARE,"2017",9223225
ARG,"2017",44288894
ARM,"2017",2979400
ASM,"2017",51586
ATG,"2017",90468
AUS,"2017",24592588
AUT,"2017",8797566
AZE,"2017",9854033
BDI,"2017",11506762
BEL,"2017",11375158
BEN,"2017",12039780
BFA,"2017",19894407
BGD,"2017",162186147
BGR,"2017",6803468
BHR,"2017",1501116
BHS,"2017",390485
BIH,"2017",3428682
BLR,"2017",9458989
BLZ,"2017",373202
BMU,"2017",63578
BOL,"2017",11344587
BRA,"2017",204703445
BRB,"2017",280171
BRN,"2017",432772
BTN,"2017",754335
BWA,"2017",2266747
CAF,"2017",4793511
CAN,"2017",36545075
CHE,"2017",8451840
CHI,"2017",164319
CHL,"2017",18558868
CHN,"2017",1396215000
CIV,"2017",26733372
CMR,"2017",24128601
COD,"2017",87083398
COG,"2017",5351011
COL,"2017",48131078
COM,"2017",756669
CPV,"2017",512893
CRI,"2017",4913177
CUB,"2017",11247829
CUW,"2017",160175
CYM,"2017",64535
CYP,"2017",1254275
CZE,"2017",10594438
DEU,"2017",82657002
DJI,"2017",1054841
DMA,"2017",68496
DNK,"2017",5764980
DOM,"2017",10666843
DZA,"2017",41689299
ECU,"2017",16759519
EGY,"2017",103696057
ERI,"2017",3150347
ESP,"2017",46571232
EST,"2017",1317384
ETH,"2017",109666481
FIN,"2017",5508214
FJI,"2017",918759
FRA,"2017",66918020
FRO,"2017",50180
FSM,"2017",109481
GAB,"2017",2156900
GBR,"2017",65966000
GEO,"2017",3728004
GHA,"2017",30008354
GIB,"2017",34245
GIN,"2017",12385659
GMB,"2017",2342189
GNB,"2017",1877072
GNQ,"2017",1562396
GRC,"2017",10754679
GRD,"2017",115438
GRL,"2017",56172
GTM,"2017",16567357
GUM,"2017",163490
GUY,"2017",768479
HKG,"2017",7393200
HND,"2017",9588137
HRV,"2017",4041407
HTI,"2017",10817754
HUN,"2017",9726756
IDN,"2017",267346658
IMN,"2017",83609
IND,"2017",1359657400
IRL,"2017",4827445
IRN,"2017",85026754
IRQ,"2017",39337353
ISL,"2017",343400
ISR,"2017",8713300
ITA,"2017",60002252
JAM,"2017",2815764
JOR,"2017",10234226
JPN,"2017",126972000
KAZ,"2017",18651931
KEN,"2017",49197766
KGZ,"2017",6306696
KHM,"2017",16073372
KIR,"2017",120275
KNA,"2017",47050
KOR,"2017",51361911
KWT,"2017",4154812
LAO,"2017",7018147
LBN,"2017",6160128
LBR,"2017",4848925
LBY,"2017",6738770
LCA,"2017",176342
LIE,"2017",37962
LKA,"2017",21453000
LSO,"2017",2157110
LTU,"2017",2842639
LUX,"2017",596336
LVA,"2017",1942248
MAC,"2017",648400
MAF,"2017",36837
MAR,"2017",35446392
MCO,"2017",37678
MDA,"2017",2755189
MDG,"2017",26788375
MDV,"2017",458287
MEX,"2017",123400057
MHL,"2017",46529
MKD,"2017",1898657
MLI,"2017",19813011
MLT,"2017",467106
MMR,"2017",51894938
MNE,"2017",625982
MNG,"2017",3148917
MNP,"2017",49959
MOZ,"2017",28166393
MRT,"2017",4210600
MUS,"2017",1264887
MWI,"2017",18039715
MYS,"2017",32355644
NAM,"2017",2506853
NCL,"2017",283546
NER,"2017",21435446
NGA,"2017",200254579
NIC,"2017",6316231
NLD,"2017",17131296
NOR,"2017",5276968
NPL,"2017",28011258
NRU,"2017",11324
NZL,"2017",4813600
OMN,"2017",4537396
PAK,"2017",223273967
PAN,"2017",4098707
PER,"2017",31324637
PHL,"2017",108119693
PLW,"2017",17812
PNG,"2017",9178714
POL,"2017",37974826
PRI,"2017",3410837
PRK,"2017",25817709
PRT,"2017",10300300
PRY,"2017",6338660
PSE,"2017",4454805
PYF,"2017",280087
QAT,"2017",2545820
ROU,"2017",19588715
RUS,"2017",145293260
RWA,"2017",12202060
SAU,"2017",30977355
SDN,"2017",42714306
SEN,"2017",15475002
SGP,"2017",5612253
SLB,"2017",685672
SLE,"2017",7379299
SLV,"2017",6213533
SMR,"2017",33825
SOM,"2017",14916629
SRB,"2017",7020858
SSD,"2017",10259154
STP,"2017",206970
SUR,"2017",593713
SVK,"2017",5439232
SVN,"2017",2066388
SWE,"2017",10057698
SWZ,"2017",1158195
SXM,"2017",38996
SYC,"2017",95843
SYR,"2017",19224668
TCA,"2017",39913
TCD,"2017",15622759
TGO,"2017",8057140
THA,"2017",71160187
TJK,"2017",9085946
TKM,"2017",6507061
TLS,"2017",1251703
TON,"2017",105356
TTO,"2017",1356633
TUN,"2017",11650498
TUR,"2017",80312698
TUV,"2017",10869
TZA,"2017",55652890
UGA,"2017",40177388
UKR,"2017",45436041
URY,"2017",3388438
USA,"2017",326608609
UZB,"2017",31819178
VCT,"2017",105663
VEN,"2017",30565323
VGB,"2017",32699
VIR,"2017",107281
VNM,"2017",95176977
VUT,"2017",278507
WSM,"2017",205415
XKX,"2017",1791019
YEM,"2017",33090921
ZAF,"2017",57635162
ZMB,"2017",17441320
ZWE,"2017",14812482
ABW,"2018",108908
AFG,"2018",36743039
AGO,"2018",31297155
ALB,"2018",2866376
AND,"2018",75162
ARE,"2018",9346701
ARG,"2018",44654882
ARM,"2018",2969000
ASM,"2018",50908
ATG,"2018",90926
AUS,"2018",24963258
AUT,"2018",8840521
AZE,"2018",9939771
BDI,"2018",11859446
BEL,"2018",11427054
BEN,"2018",12383347
BFA,"2018",20438288
BGD,"2018",163523103
BGR,"2018",6710798
BHR,"2018",1503091
BHS,"2018",392717
BIH,"2018",3387000
BLR,"2018",9438785
BLZ,"2018",380226
BMU,"2018",63831
BOL,"2018",11508368
BRA,"2018",206107261
BRB,"2018",280711
BRN,"2018",437810
BTN,"2018",759759
BWA,"2018",2299141
CAF,"2018",4878657
CAN,"2018",37072620
CHE,"2018",8514329
CHI,"2018",164949
CHL,"2018",18893191
CHN,"2018",1402760000
CIV,"2018",27464173
CMR,"2018",24806383
COD,"2018",90047644
COG,"2018",5483118
COL,"2018",49024465
COM,"2018",771590
CPV,"2018",513415
CRI,"2018",4957818
CUB,"2018",11227118
CUW,"2018",159336
CYM,"2018",65941
CYP,"2018",1270737
CZE,"2018",10629928
DEU,"2018",82905782
DJI,"2018",1071882
DMA,"2018",68174
DNK,"2018",5793636
DOM,"2018",10782053
DZA,"2018",42505035
ECU,"2018",17049547
EGY,"2018",105682094
ERI,"2018",3192760
ESP,"2018",46782011
EST,"2018",1321977
ETH,"2018",112664152
FIN,"2018",5515525
FJI,"2018",917180
FRA,"2018",67158348
FRO,"2018",50996
FSM,"2018",109909
GAB,"2018",2212318
GBR,"2018",66289000
GEO,"2018",3726549
GHA,"2018",30637585
GIB,"2018",34854
GIN,"2018",12704774
GMB,"2018",2399632
GNB,"2018",1922168
GNQ,"2018",1616422
GRC,"2018",10732882
GRD,"2018",115691
GRL,"2018",56023
GTM,"2018",16845685
GUM,"2018",162679
GUY,"2018",791556
HKG,"2018",7452600
HND,"2018",9765210
HRV,"2018",3988775
HTI,"2018",10962362
HUN,"2018",9706964
IDN,"2018",269951846
IMN,"2018",83805
IND,"2018",1374659064
IRL,"2018",4898022
IRN,"2018",86117998
IRQ,"2018",40265624
ISL,"2018",352721
ISR,"2018",8882800
ITA,"2018",60148658
JAM,"2018",2820097
JOR,"2018",10462306
JPN,"2018",126811000
KAZ,"2018",18932727
KEN,"2018",50207107
KGZ,"2018",6444079
KHM,"2018",16274522
KIR,"2018",122084
KNA,"2018",47008
KOR,"2018",51585058
KWT,"2018",4323515
LAO,"2018",7128045
LBN,"2018",5984119
LBR,"2018",4944726
LBY,"2018",6849055
LCA,"2018",177017
LIE,"2018",38246
LKA,"2018",21670000
LSO,"2018",2183603
LTU,"2018",2819200
LUX,"2018",607950
LVA,"2018",1927174
MAC,"2018",658900
MAF,"2018",36012
MAR,"2018",35839760
MCO,"2018",38154
MDA,"2018",2707203
MDG,"2018",27494926
MDV,"2018",473099
MEX,"2018",124573711
MHL,"2018",45285
MKD,"2018",1889051
MLI,"2018",20442030
MLT,"2018",483903
MMR,"2018",52272247
MNE,"2018",626438
MNG,"2018",3208189
MNP,"2018",49077
MOZ,"2018",29018644
MRT,"2018",4337685
MUS,"2018",1265577
MWI,"2018",18528081
MYS,"2018",32910967
NAM,"2018",2577327
NCL,"2018",283541
NER,"2018",22188069
NGA,"2018",204938755
NIC,"2018",6400080
NLD,"2018",17231624
NOR,"2018",5311916
NPL,"2018",28079689
NRU,"2018",11477
NZL,"2018",4900600
OMN,"2018",4597877
PAK,"2018",226928892
PAN,"2018",4167860
PER,"2018",31897584
PHL,"2018",109465287
PLW,"2018",17814
PNG,"2018",9394513
POL,"2018",37974750
PRI,"2018",3290690
PRK,"2018",25931147
PRT,"2018",10283822
PRY,"2018",6427382
PSE,"2018",4569087
PYF,"2018",279815
QAT,"2018",2580734
ROU,"2018",19473970
RUS,"2018",145398106
RWA,"2018",12487996
SAU,"2018",30196281
SDN,"2018",44230596
SEN,"2018",15914498
SGP,"2018",5638676
SLB,"2018",709101
SLE,"2018",7554563
SLV,"2018",6219807
SMR,"2018",34522
SOM,"2018",15452487
SRB,"2018",6982604
SSD,"2018",10122977
STP,"2018",210187
SUR,"2018",599513
SVK,"2018",5446771
SVN,"2018",2073894
SWE,"2018",10175214
SWZ,"2018",1168929
SXM,"2018",39712
SYC,"2018",96762
SYR,"2018",19577845
TCA,"2018",41559
TCD,"2018",16156531
TGO,"2018",8258778
THA,"2018",71376079
TJK,"2018",9307333
TKM,"2018",6655524
TLS,"2018",1275959
TON,"2018",105567
TTO,"2018",1359193
TUN,"2018",11765514
TUR,"2018",81407204
TUV,"2018",10751
TZA,"2018",57437145
UGA,"2018",41565831
UKR,"2018",45208907
URY,"2018",3394534
USA,"2018",328529577
UZB,"2018",32373490
VCT,"2018",104926
VEN,"2018",29807592
VGB,"2018",34657
VIR,"2018",107001
VNM,"2018",96237319
VUT,"2018",285259
WSM,"2018",207582
XKX,"2018",1797086
YEM,"2018",34085182
ZAF,"2018",58613001
ZMB,"2018",17973569
ZWE,"2018",15034452
ABW,"2019",109203
AFG,"2019",37856121
AGO,"2019",32375632
ALB,"2019",2854191
AND,"2019",76474
ARE,"2019",9445785
ARG,"2019",44973465
ARM,"2019",2962500
ASM,"2019",50209
ATG,"2019",91364
AUS,"2019",25334826
AUT,"2019",8879920
AZE,"2019",10024283
BDI,"2019",12255336
BEL,"2019",11488980
BEN,"2019",12726755
BFA,"2019",20961952
BGD,"2019",164913055
BGR,"2019",6616726
BHR,"2019",1483756
BHS,"2019",394675
BIH,"2019",3345533
BLR,"2019",9419758
BLZ,"2019",385829
BMU,"2019",64107
BOL,"2019",11671386
BRA,"2019",207455459
BRB,"2019",281207
BRN,"2019",442680
BTN,"2019",764824
BWA,"2019",2332083
CAF,"2019",4944703
CAN,"2019",37618495
CHE,"2019",8575280
CHI,"2019",165639
CHL,"2019",19197744
CHN,"2019",1407745000
CIV,"2019",28193009
CMR,"2019",25506095
COD,"2019",92947442
COG,"2019",5616661
COL,"2019",49907985
COM,"2019",786578
CPV,"2019",514104
CRI,"2019",4999553
CUB,"2019",11202846
CUW,"2019",157441
CYM,"2019",67327
CYP,"2019",1286671
CZE,"2019",10671870
DEU,"2019",83092962
DJI,"2019",1088709
DMA,"2019",67880
DNK,"2019",5814422
DOM,"2019",10894043
DZA,"2019",43294546
ECU,"2019",17340021
EGY,"2019",107553158
ERI,"2019",3240194
ESP,"2019",47118501
EST,"2019",1326898
ETH,"2019",115737383
FIN,"2019",5521606
FJI,"2019",914899
FRA,"2019",67382061
FRO,"2019",51793
FSM,"2019",110282
GAB,"2019",2267706
GBR,"2019",66631000
GEO,"2019",3720161
GHA,"2019",31258945
GIB,"2019",35494
GIN,"2019",13034346
GMB,"2019",2456844
GNB,"2019",1967696
GNQ,"2019",1670177
GRC,"2019",10721582
GRD,"2019",115981
GRL,"2019",56225
GTM,"2019",17103803
GUM,"2019",161808
GUY,"2019",807665
HKG,"2019",7507900
HND,"2019",9943633
HRV,"2019",3949390
HTI,"2019",11105163
HUN,"2019",9694824
IDN,"2019",272489381
IMN,"2019",83957
IND,"2019",1389030312
IRL,"2019",4976456
IRN,"2019",87051648
IRQ,"2019",41192171
ISL,"2019",360563
ISR,"2019",9054000
ITA,"2019",59729081
JAM,"2019",2823271
JOR,"2019",10671891
JPN,"2019",126633000
KAZ,"2019",19209555
KEN,"2019",51202827
KGZ,"2019",6590211
KHM,"2019",16481304
KIR,"2019",123921
KNA,"2019",46952
KOR,"2019",51764822
KWT,"2019",4442316
LAO,"2019",7237636
LBN,"2019",5794594
LBR,"2019",5043721
LBY,"2019",6951033
LCA,"2019",177661
LIE,"2019",38563
LKA,"2019",21803000
LSO,"2019",2209405
LTU,"2019",2811089
LUX,"2019",620001
LVA,"2019",1913822
MAC,"2019",672000
MAF,"2019",34267
MAR,"2019",36210898
MCO,"2019",38109
MDA,"2019",2664224
MDG,"2019",28219554
MDV,"2019",487731
MEX,"2019",125762982
MHL,"2019",44007
MKD,"2019",1876262
MLI,"2019",21068405
MLT,"2019",503912
MMR,"2019",52640713
MNE,"2019",626753
MNG,"2019",3267673
MNP,"2019",48129
MOZ,"2019",29884380
MRT,"2019",4467708
MUS,"2019",1265985
MWI,"2019",19025752
MYS,"2019",33440596
NAM,"2019",2650494
NCL,"2019",283606
NER,"2019",22947757
NGA,"2019",209485641
NIC,"2019",6483657
NLD,"2019",17344874
NOR,"2019",5347896
NPL,"2019",28414064
NRU,"2019",11587
NZL,"2019",4979200
OMN,"2019",4591241
PAK,"2019",230800899
PAN,"2019",4234700
PER,"2019",32449303
PHL,"2019",110804683
PLW,"2019",17798
PNG,"2019",9609010
POL,"2019",37965475
PRI,"2019",3302691
PRK,"2019",26037632
PRT,"2019",10286263
PRY,"2019",6515058
PSE,"2019",4685306
PYF,"2019",279034
QAT,"2019",2638657
ROU,"2019",19371648
RUS,"2019",145453291
RWA,"2019",12776103
SAU,"2019",30063799
SDN,"2019",45548175
SEN,"2019",16352922
SGP,"2019",5703569
SLB,"2019",728147
SLE,"2019",7731991
SLV,"2019",6222318
SMR,"2019",34663
SOM,"2019",16030971
SRB,"2019",6945235
SSD,"2019",10423384
STP,"2019",213392
SUR,"2019",605768
SVK,"2019",5454147
SVN,"2019",2088385
SWE,"2019",10278887
SWZ,"2019",1179874
SXM,"2019",40385
SYC,"2019",97625
SYR,"2019",20353534
TCA,"2019",43166
TCD,"2019",16685223
TGO,"2019",8463068
THA,"2019",71522271
TJK,"2019",9529966
TKM,"2019",6803944
TLS,"2019",1300945
TON,"2019",105669
TTO,"2019",1363985
TUN,"2019",11875081
TUR,"2019",82579440
TUV,"2019",10581
TZA,"2019",59174891
UGA,"2019",42999637
UKR,"2019",44957458
URY,"2019",3397206
USA,"2019",330226227
UZB,"2019",32964701
VCT,"2019",104167
VEN,"2019",28938098
VGB,"2019",36395
VIR,"2019",106669
VNM,"2019",97173776
VUT,"2019",291985
WSM,"2019",209780
XKX,"2019",1788891
YEM,"2019",35111408
ZAF,"2019",59587885
ZMB,"2019",18513839
ZWE,"2019",15271368
ABW,"2020",108587
AFG,"2020",39068979
AGO,"2020",33451132
ALB,"2020",2837849
AND,"2020",77380
ARE,"2020",9401038
ARG,"2020",45191965
ARM,"2020",2961500
ASM,"2020",49761
ATG,"2020",91846
AUS,"2020",25649248
AUT,"2020",8916864
AZE,"2020",10093121
BDI,"2020",12617036
BEL,"2020",11538604
BEN,"2020",13070169
BFA,"2020",21478690
BGD,"2020",166298024
BGR,"2020",6550696
BHR,"2020",1472204
BHS,"2020",395863
BIH,"2020",3299349
BLR,"2020",9379952
BLZ,"2020",390812
BMU,"2020",64382
BOL,"2020",11816299
BRA,"2020",208660842
BRB,"2020",281698
BRN,"2020",447404
BTN,"2020",770006
BWA,"2020",2365894
CAF,"2020",5026628
CAN,"2020",38028638
CHE,"2020",8638167
CHI,"2020",166235
CHL,"2020",19370624
CHN,"2020",1411100000
CIV,"2020",28915449
CMR,"2020",26210558
COD,"2020",95989998
COG,"2020",5752791
COL,"2020",50629997
COM,"2020",802163
CPV,"2020",514679
CRI,"2020",5034320
CUB,"2020",11176354
CUW,"2020",154947
CYM,"2020",68684
CYP,"2020",1302247
CZE,"2020",10697858
DEU,"2020",83160871
DJI,"2020",1105188
DMA,"2020",67573
DNK,"2020",5831404
DOM,"2020",11008300
DZA,"2020",44042091
ECU,"2020",17546065
EGY,"2020",109315124
ERI,"2020",3291271
ESP,"2020",47359424
EST,"2020",1329522
ETH,"2020",118917671
FIN,"2020",5529543
FJI,"2020",914963
FRA,"2020",67601110
FRO,"2020",52567
FSM,"2020",110916
GAB,"2020",2322539
GBR,"2020",66744000
GEO,"2020",3722716
GHA,"2020",31887809
GIB,"2020",36173
GIN,"2020",13371183
GMB,"2020",2515733
GNB,"2020",2013255
GNQ,"2020",1716468
GRC,"2020",10698599
GRD,"2020",116341
GRL,"2020",56367
GTM,"2020",17357325
GUM,"2020",162158
GUY,"2020",807481
HKG,"2020",7481000
HND,"2020",10119640
HRV,"2020",3914206
HTI,"2020",11243848
HUN,"2020",9670419
IDN,"2020",274814866
IMN,"2020",84064
IND,"2020",1402617695
IRL,"2020",5039747
IRN,"2020",87723443
IRQ,"2020",42116605
ISL,"2020",366463
ISR,"2020",9215100
ITA,"2020",59438851
JAM,"2020",2830739
JOR,"2020",10865228
JPN,"2020",126261000
KAZ,"2020",19482117
KEN,"2020",52217334
KGZ,"2020",6726596
KHM,"2020",16725474
KIR,"2020",126099
KNA,"2020",46870
KOR,"2020",51836239
KWT,"2020",4400267
LAO,"2020",7346533
LBN,"2020",5702398
LBR,"2020",5149463
LBY,"2020",7045399
LCA,"2020",178250
LIE,"2020",38901
LKA,"2020",21919000
LSO,"2020",2235727
LTU,"2020",2810369
LUX,"2020",630419
LVA,"2020",1900449
MAC,"2020",685400
MAF,"2020",31786
MAR,"2020",36584208
MCO,"2020",38050
MDA,"2020",2635130
MDG,"2020",28953556
MDV,"2020",502118
MEX,"2020",126799054
MHL,"2020",42706
MKD,"2020",1856124
MLI,"2020",21713836
MLT,"2020",515490
MMR,"2020",53016522
MNE,"2020",626590
MNG,"2020",3327204
MNP,"2020",47528
MOZ,"2020",30783688
MRT,"2020",4600131
MUS,"2020",1266014
MWI,"2020",19533888
MYS,"2020",33889558
NAM,"2020",2728762
NCL,"2020",284176
NER,"2020",23717613
NGA,"2020",213996181
NIC,"2020",6565267
NLD,"2020",17441500
NOR,"2020",5379475
NPL,"2020",28966574
NRU,"2020",11643
NZL,"2020",5090200
OMN,"2020",4522497
PAK,"2020",235001746
PAN,"2020",4293261
PER,"2020",32838579
PHL,"2020",112081264
PLW,"2020",17792
PNG,"2020",9815746
POL,"2020",37515748
PRI,"2020",3281590
PRK,"2020",26136312
PRT,"2020",10297081
PRY,"2020",6603739
PSE,"2020",4803269
PYF,"2020",279209
QAT,"2020",2794148
ROU,"2020",19265250
RUS,"2020",145245148
RWA,"2020",13065837
SAU,"2020",31552510
SDN,"2020",46789231
SEN,"2020",16789219
SGP,"2020",5685807
SLB,"2020",744498
SLE,"2020",7912558
SLV,"2020",6234673
SMR,"2020",34770
SOM,"2020",16651191
SRB,"2020",6899126
SSD,"2020",10698467
STP,"2020",217435
SUR,"2020",612317
SVK,"2020",5458827
SVN,"2020",2102419
SWE,"2020",10353442
SWZ,"2020",1192729
SXM,"2020",41008
SYC,"2020",98462
SYR,"2020",21049429
TCA,"2020",44386
TCD,"2020",17224679
TGO,"2020",8669720
THA,"2020",71641484
TJK,"2020",9749310
TKM,"2020",6949912
TLS,"2020",1326053
TON,"2020",105704
TTO,"2020",1366725
TUN,"2020",11974057
TUR,"2020",83384680
TUV,"2020",10399
TZA,"2020",60972798
UGA,"2020",44457152
UKR,"2020",44680014
URY,"2020",3398968
USA,"2020",331577720
UZB,"2020",33586372
VCT,"2020",103526
VEN,"2020",28444077
VGB,"2020",37135
VIR,"2020",106290
VNM,"2020",98079191
VUT,"2020",298858
WSM,"2020",211944
XKX,"2020",1790151
YEM,"2020",36134863
ZAF,"2020",60562381
ZMB,"2020",19059395
ZWE,"2020",15526888
ABW,"2021",107700
AFG,"2021",40000412
AGO,"2021",34532429
ALB,"2021",2811666
AND,"2021",78364
ARE,"2021",9575152
ARG,"2021",45312281
ARM,"2021",2962300
ASM,"2021",49225
ATG,"2021",92349
AUS,"2021",25685412
AUT,"2021",8955797
AZE,"2021",10137750
BDI,"2021",12965481
BEL,"2021",11586195
BEN,"2021",13413417
BFA,"2021",21995243
BGD,"2021",167658854
BGR,"2021",6507301
BHR,"2021",1504365
BHS,"2021",396373
BIH,"2021",3244907
BLR,"2021",9302585
BLZ,"2021",395346
BMU,"2021",64648
BOL,"2021",11937360
BRA,"2021",209550294
BRB,"2021",282147
BRN,"2021",451721
BTN,"2021",775442
BWA,"2021",2401441
CAF,"2021",5112100
CAN,"2021",38239864
CHE,"2021",8704546
CHI,"2021",166741
CHL,"2021",19456334
CHN,"2021",1412360000
CIV,"2021",29639736
CMR,"2021",26915758
COD,"2021",99148932
COG,"2021",5892183
COL,"2021",51188173
COM,"2021",818174
CPV,"2021",516649
CRI,"2021",5059988
CUB,"2021",11122168
CUW,"2021",152369
CYM,"2021",70108
CYP,"2021",1317309
CZE,"2021",10505772
DEU,"2021",83196078
DJI,"2021",1121248
DMA,"2021",67202
DNK,"2021",5856733
DOM,"2021",11123476
DZA,"2021",44761099
ECU,"2021",17682454
EGY,"2021",110957008
ERI,"2021",3350183
ESP,"2021",47443821
EST,"2021",1330932
ETH,"2021",122138588
FIN,"2021",5541017
FJI,"2021",916711
FRA,"2021",67842811
FRO,"2021",53305
FSM,"2021",111624
GAB,"2021",2376722
GBR,"2021",66984000
GEO,"2021",3708610
GHA,"2021",32518665
GIB,"2021",36858
GIN,"2021",13710513
GMB,"2021",2576010
GNB,"2021",2058841
GNQ,"2021",1758786
GRC,"2021",10569207
GRD,"2021",116688
GRL,"2021",56653
GTM,"2021",17598650
GUM,"2021",163730
GUY,"2021",815482
HKG,"2021",7413100
HND,"2021",10289877
HRV,"2021",3878981
HTI,"2021",11374586
HUN,"2021",9630932
IDN,"2021",276758053
IMN,"2021",84106
IND,"2021",1414203896
IRL,"2021",5110585
IRN,"2021",88455488
IRQ,"2021",43071211
ISL,"2021",372520
ISR,"2021",9371400
ITA,"2021",59133173
JAM,"2021",2837682
JOR,"2021",11066356
JPN,"2021",125681593
KAZ,"2021",19743603
KEN,"2021",53219166
KGZ,"2021",6851224
KHM,"2021",16974305
KIR,"2021",128377
KNA,"2021",46763
KOR,"2021",51769539
KWT,"2021",4360865
LAO,"2021",7453194
LBN,"2021",5718122
LBR,"2021",5259323
LBY,"2021",7135175
LCA,"2021",178522
LIE,"2021",39182
LKA,"2021",22156000
LSO,"2021",2261542
LTU,"2021",2808380
LUX,"2021",640064
LVA,"2021",1884490
MAC,"2021",682500
MAF,"2021",29961
MAR,"2021",36954442
MCO,"2021",38527
MDA,"2021",2595809
MDG,"2021",29691083
MDV,"2021",516154
MEX,"2021",127648148
MHL,"2021",41367
MKD,"2021",1837114
MLI,"2021",22388630
MLT,"2021",518150
MMR,"2021",53387102
MNE,"2021",625053
MNG,"2021",3383741
MNP,"2021",46979
MOZ,"2021",31707800
MRT,"2021",4734874
MUS,"2021",1266334
MWI,"2021",20047258
MYS,"2021",34282399
NAM,"2021",2810548
NCL,"2021",285214
NER,"2021",24502140
NGA,"2021",218529286
NIC,"2021",6644741
NLD,"2021",17533044
NOR,"2021",5408320
NPL,"2021",29475010
NRU,"2021",11709
NZL,"2021",5111300
OMN,"2021",4500424
PAK,"2021",239477801
PAN,"2021",4345405
PER,"2021",33155882
PHL,"2021",113100950
PLW,"2021",17783
PNG,"2021",10012896
POL,"2021",36981559
PRI,"2021",3262711
PRK,"2021",26232534
PRT,"2021",10361831
PRY,"2021",6684182
PSE,"2021",4922749
PYF,"2021",279792
QAT,"2021",2504910
ROU,"2021",19122059
RUS,"2021",144746762
RWA,"2021",13355260
SAU,"2021",30784383
SDN,"2021",48066924
SEN,"2021",17220867
SGP,"2021",5453566
SLB,"2021",762591
SLE,"2021",8094602
SLV,"2021",6255782
SMR,"2021",34252
SOM,"2021",17271431
SRB,"2021",6834326
SSD,"2021",10865780
STP,"2021",221961
SUR,"2021",617896
SVK,"2021",5447247
SVN,"2021",2108079
SWE,"2021",10415811
SWZ,"2021",1206593
SXM,"2021",41571
SYC,"2021",99258
SYR,"2021",21628839
TCA,"2021",45243
TCD,"2021",17828273
TGO,"2021",8878379
THA,"2021",71727332
TJK,"2021",9966908
TKM,"2021",7092043
TLS,"2021",1350139
TON,"2021",105490
TTO,"2021",1367558
TUN,"2021",12048622
TUR,"2021",84147318
TUV,"2021",10194
TZA,"2021",62830412
UGA,"2021",45910930
UKR,"2021",44298640
URY,"2021",3396695
USA,"2021",332099760
UZB,"2021",34243696
VCT,"2021",102841
VEN,"2021",28237826
VGB,"2021",37809
VIR,"2021",105870
VNM,"2021",98935098
VUT,"2021",305868
WSM,"2021",213779
XKX,"2021",1786079
YEM,"2021",37140230
ZAF,"2021",61502603
ZMB,"2021",19603607
ZWE,"2021",15797210
ABW,"2022",107310
AFG,"2022",40578842
AGO,"2022",35635029
ALB,"2022",2777689
AND,"2022",79705
